                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.3006,                0.93598,                   1.33,                0.66408,                0.57722,                0.61329,                0.34388,                 1.5041,                 1.0787,                 1.5089,               0.006238,               0.006238,               0.006238
                    154,                 1.2933,                0.94044,                 1.3338,                0.67861,                0.57207,                0.61882,                0.34783,                 1.4932,                 1.0666,                 1.5022,              0.0062132,              0.0062132,              0.0062132
                    155,                 1.2805,                 0.9326,                 1.3278,                0.69592,                 0.5697,                0.61761,                0.34831,                 1.4927,                 1.0636,                 1.4993,              0.0061885,              0.0061885,              0.0061885
                    156,                 1.2836,                0.92593,                 1.3274,                0.65553,                0.57645,                0.61461,                0.34488,                 1.4962,                 1.0687,                 1.5011,              0.0061637,              0.0061637,              0.0061637
                    157,                 1.2912,                0.94346,                   1.34,                0.66252,                0.56915,                0.60997,                 0.3368,                 1.5078,                 1.0788,                 1.5085,               0.006139,               0.006139,               0.006139
                    158,                 1.2901,                0.93453,                  1.329,                0.67182,                0.57599,                 0.6191,                0.34146,                 1.4998,                 1.0579,                 1.5072,              0.0061142,              0.0061142,              0.0061142
                    159,                 1.2856,                0.92582,                 1.3277,                0.66222,                0.56964,                0.61365,                0.34511,                 1.5016,                 1.0769,                 1.5075,              0.0060895,              0.0060895,              0.0060895
                    160,                 1.2802,                0.91438,                 1.3189,                0.68739,                0.57209,                0.62085,                0.34503,                 1.4901,                 1.0645,                 1.4985,              0.0060647,              0.0060647,              0.0060647
                    161,                 1.2744,                  0.907,                 1.3083,                0.65562,                0.57989,                0.61165,                0.34044,                  1.497,                 1.0656,                 1.5014,                0.00604,                0.00604,                0.00604
                    162,                 1.2842,                0.92484,                 1.3353,                0.66648,                0.57397,                 0.6109,                0.34419,                 1.5127,                 1.0653,                 1.5178,              0.0060152,              0.0060152,              0.0060152
                    163,                 1.2942,                0.92741,                 1.3332,                0.64927,                0.58235,                0.61905,                0.34398,                 1.5097,                  1.068,                 1.5141,              0.0059905,              0.0059905,              0.0059905
                    164,                  1.282,                0.91567,                 1.3202,                0.68517,                0.57563,                0.62153,                0.34579,                 1.5064,                 1.0645,                 1.5106,              0.0059658,              0.0059658,              0.0059658
                    165,                 1.2784,                0.92084,                 1.3203,                0.67808,                0.57652,                0.62044,                0.35065,                  1.498,                 1.0632,                 1.5079,               0.005941,               0.005941,               0.005941
                    166,                 1.2835,                0.91731,                 1.3188,                0.66255,                0.57456,                 0.6181,                0.34737,                 1.5059,                 1.0644,                 1.5082,              0.0059163,              0.0059163,              0.0059163
                    167,                 1.2838,                0.91258,                 1.3121,                0.67477,                0.57722,                0.62242,                0.34947,                 1.4984,                 1.0601,                 1.5087,              0.0058915,              0.0058915,              0.0058915
                    168,                 1.2696,                0.91077,                  1.316,                0.68426,                0.58035,                0.61932,                0.34942,                 1.5019,                 1.0588,                 1.5152,              0.0058668,              0.0058668,              0.0058668
                    169,                  1.275,                0.90177,                 1.3123,                0.67122,                0.55758,                0.60428,                0.33449,                 1.5355,                 1.0845,                 1.5295,               0.005842,               0.005842,               0.005842
                    170,                 1.2785,                0.91283,                  1.316,                0.66853,                0.59632,                0.62142,                  0.349,                 1.5008,                  1.063,                 1.5051,              0.0058173,              0.0058173,              0.0058173
                    171,                 1.2702,                0.91355,                 1.3149,                0.66247,                0.59257,                0.62668,                0.35297,                 1.5064,                 1.0578,                 1.5108,              0.0057925,              0.0057925,              0.0057925
                    172,                 1.2719,                0.90015,                 1.3098,                0.69432,                0.56837,                0.61706,                0.34049,                 1.5142,                 1.0713,                 1.5164,              0.0057678,              0.0057678,              0.0057678
                    173,                 1.2769,                0.90778,                 1.3177,                0.69485,                0.57701,                0.62853,                0.35404,                 1.4916,                 1.0466,                 1.5037,               0.005743,               0.005743,               0.005743
                    174,                 1.2693,                0.91298,                 1.3117,                0.67714,                0.57928,                0.62722,                0.35341,                 1.4941,                 1.0545,                 1.5014,              0.0057183,              0.0057183,              0.0057183
                    175,                 1.2682,                0.90358,                   1.31,                0.69989,                 0.5755,                0.62264,                0.35167,                 1.4999,                 1.0524,                 1.5092,              0.0056935,              0.0056935,              0.0056935
                    176,                 1.2649,                 0.8922,                 1.3085,                0.66296,                0.58869,                0.61953,                0.34493,                 1.5272,                 1.0794,                 1.5338,              0.0056688,              0.0056688,              0.0056688
                    177,                 1.2517,                0.88379,                 1.2932,                0.70095,                0.57139,                0.62029,                0.34827,                 1.4959,                 1.0513,                 1.5034,               0.005644,               0.005644,               0.005644
                    178,                 1.2547,                0.89016,                 1.2982,                0.69152,                 0.5749,                0.62428,                0.34768,                 1.5024,                 1.0489,                 1.5062,              0.0056193,              0.0056193,              0.0056193
                    179,                 1.2614,                0.89431,                 1.3001,                0.66614,                0.58918,                0.62344,                0.34661,                 1.5135,                 1.0644,                 1.5216,              0.0055945,              0.0055945,              0.0055945
                    180,                 1.2621,                0.89241,                 1.3042,                  0.679,                0.57668,                0.62144,                0.34788,                  1.496,                 1.0529,                 1.5075,              0.0055698,              0.0055698,              0.0055698
                    181,                 1.2609,                0.89938,                 1.3032,                0.67909,                 0.5793,                0.62261,                 0.3478,                 1.5076,                 1.0652,                 1.5078,               0.005545,               0.005545,               0.005545
                    182,                 1.2655,                0.89717,                 1.3064,                0.69103,                0.58432,                0.62739,                0.34823,                 1.5107,                 1.0535,                 1.5076,              0.0055202,              0.0055202,              0.0055202
                    183,                 1.2507,                0.88691,                 1.2996,                0.65987,                0.58279,                0.61781,                0.34643,                  1.513,                 1.0626,                 1.5172,              0.0054955,              0.0054955,              0.0054955
                    184,                 1.2524,                0.88602,                 1.2985,                 0.6738,                0.58429,                 0.6223,                0.34727,                 1.5077,                 1.0507,                 1.5109,              0.0054707,              0.0054707,              0.0054707
                    185,                 1.2491,                0.88752,                 1.2972,                0.69621,                0.56654,                0.61998,                0.34481,                 1.5129,                 1.0572,                 1.5162,               0.005446,               0.005446,               0.005446
                    186,                 1.2556,                0.88266,                 1.2977,                0.65535,                0.59128,                0.62086,                0.34537,                 1.5121,                 1.0559,                 1.5157,              0.0054212,              0.0054212,              0.0054212
                    187,                 1.2533,                0.87829,                 1.2913,                0.69224,                0.57829,                0.62758,                0.34964,                 1.5122,                 1.0616,                 1.5129,              0.0053965,              0.0053965,              0.0053965
                    188,                 1.2499,                0.88334,                 1.2905,                0.68773,                0.57179,                0.62341,                0.34861,                 1.5027,                 1.0505,                 1.5061,              0.0053717,              0.0053717,              0.0053717
                    189,                 1.2406,                0.87534,                 1.2912,                0.67018,                0.58977,                0.62713,                0.34786,                 1.5109,                 1.0559,                 1.5142,               0.005347,               0.005347,               0.005347
                    190,                 1.2561,                0.88825,                 1.2977,                0.68101,                0.58155,                0.62864,                0.35088,                 1.5073,                 1.0459,                  1.506,              0.0053223,              0.0053223,              0.0053223
                    191,                 1.2543,                0.88119,                 1.2998,                0.67071,                0.57623,                0.62242,                0.34708,                 1.5189,                 1.0541,                 1.5151,              0.0052975,              0.0052975,              0.0052975
                    192,                 1.2348,                0.86369,                 1.2813,                0.66992,                0.58298,                0.62453,                0.35078,                 1.5051,                 1.0417,                 1.5099,              0.0052727,              0.0052727,              0.0052727
                    193,                 1.2508,                0.87587,                 1.2881,                0.66204,                0.57358,                0.61795,                0.34765,                 1.5173,                  1.054,                 1.5131,               0.005248,               0.005248,               0.005248
                    194,                 1.2401,                0.87028,                 1.2823,                0.67469,                0.58334,                 0.6249,                0.35097,                 1.5029,                 1.0346,                 1.5083,              0.0052233,              0.0052233,              0.0052233
                    195,                 1.2402,                0.87945,                 1.2953,                0.69239,                0.57016,                0.62071,                0.34775,                 1.5035,                 1.0426,                 1.5141,              0.0051985,              0.0051985,              0.0051985
                    196,                 1.2324,                0.87168,                 1.2854,                0.67722,                0.58261,                0.62291,                0.35043,                 1.5015,                 1.0373,                   1.51,              0.0051737,              0.0051737,              0.0051737
                    197,                  1.238,                0.86976,                 1.2907,                0.67743,                0.58831,                0.62871,                0.35051,                 1.5114,                 1.0467,                 1.5136,               0.005149,               0.005149,               0.005149
                    198,                 1.2361,                0.86347,                 1.2842,                0.68517,                0.58333,                0.62465,                0.34793,                 1.5113,                 1.0481,                 1.5167,              0.0051243,              0.0051243,              0.0051243
                    199,                  1.239,                 0.8759,                 1.2893,                0.68336,                 0.5852,                0.62884,                0.35389,                 1.5028,                 1.0433,                 1.5082,              0.0050995,              0.0050995,              0.0050995
                    200,                 1.2313,                0.86207,                 1.2803,                0.68477,                0.59358,                0.63678,                  0.355,                 1.5089,                 1.0358,                 1.5138,              0.0050747,              0.0050747,              0.0050747
                    201,                 1.2396,                0.87719,                 1.2906,                0.68081,                 0.5907,                0.62572,                 0.3481,                 1.5098,                 1.0424,                 1.5129,                0.00505,                0.00505,                0.00505
                    202,                 1.2344,                0.85061,                 1.2806,                 0.6833,                0.59195,                0.62998,                0.35378,                  1.505,                 1.0329,                  1.509,              0.0050253,              0.0050253,              0.0050253
                    203,                 1.2304,                0.85565,                 1.2735,                0.69348,                0.58513,                0.62816,                0.34731,                 1.5225,                 1.0456,                 1.5223,              0.0050005,              0.0050005,              0.0050005
                    204,                 1.2326,                 0.8689,                 1.2875,                0.69409,                 0.5942,                0.63253,                0.35097,                 1.5168,                 1.0313,                 1.5149,              0.0049758,              0.0049758,              0.0049758
                    205,                 1.2364,                0.86451,                 1.2828,                0.69653,                0.57265,                0.62273,                0.34913,                 1.5043,                 1.0388,                 1.5126,               0.004951,               0.004951,               0.004951
                    206,                 1.2291,                0.85661,                 1.2761,                0.69723,                0.57635,                0.62633,                0.34801,                 1.5197,                 1.0496,                 1.5241,              0.0049263,              0.0049263,              0.0049263
                    207,                 1.2366,                0.85971,                 1.2848,                0.68517,                0.59503,                0.63024,                0.35049,                 1.5159,                 1.0466,                 1.5156,              0.0049015,              0.0049015,              0.0049015
                    208,                 1.2272,                0.86166,                 1.2807,                0.69304,                0.58369,                 0.6303,                0.34922,                  1.513,                 1.0371,                 1.5146,              0.0048768,              0.0048768,              0.0048768
                    209,                 1.2276,                0.85935,                 1.2783,                0.68653,                0.58846,                0.63049,                0.35143,                 1.5062,                 1.0389,                 1.5094,               0.004852,               0.004852,               0.004852
                    210,                  1.224,                 0.8532,                 1.2628,                0.68828,                0.58793,                0.63078,                0.34999,                 1.5192,                 1.0452,                 1.5201,              0.0048272,              0.0048272,              0.0048272
                    211,                 1.2212,                0.84269,                 1.2682,                0.68176,                0.59394,                0.62982,                0.35027,                 1.5055,                   1.03,                 1.5093,              0.0048025,              0.0048025,              0.0048025
                    212,                 1.2222,                0.85053,                 1.2719,                 0.7018,                0.58079,                0.63322,                0.34937,                 1.5023,                 1.0373,                 1.5061,              0.0047778,              0.0047778,              0.0047778
                    213,                 1.2191,                0.85363,                 1.2714,                0.66432,                0.59023,                0.63054,                0.35263,                 1.5055,                 1.0326,                 1.5142,               0.004753,               0.004753,               0.004753
                    214,                 1.2202,                0.84565,                  1.274,                0.67323,                 0.5928,                0.63002,                 0.3518,                 1.5079,                 1.0303,                 1.5161,              0.0047283,              0.0047283,              0.0047283
                    215,                 1.2261,                0.84757,                 1.2738,                0.70246,                0.57182,                 0.6254,                0.34442,                 1.5224,                 1.0477,                 1.5227,              0.0047035,              0.0047035,              0.0047035
                    216,                 1.2156,                0.84653,                 1.2679,                0.69968,                 0.5896,                0.63974,                 0.3559,                 1.5003,                 1.0211,                 1.5031,              0.0046788,              0.0046788,              0.0046788
                    217,                 1.2128,                0.83773,                 1.2674,                0.67888,                0.58297,                0.62328,                0.34703,                 1.5134,                 1.0441,                 1.5149,               0.004654,               0.004654,               0.004654
                    218,                 1.2207,                0.85451,                 1.2754,                0.67348,                0.60192,                0.63318,                0.35399,                  1.502,                 1.0252,                 1.5122,              0.0046293,              0.0046293,              0.0046293
                    219,                  1.212,                0.84813,                 1.2685,                 0.6686,                0.60625,                0.63465,                0.35291,                 1.5026,                 1.0284,                 1.5103,              0.0046045,              0.0046045,              0.0046045
                    220,                 1.2148,                0.84452,                 1.2712,                0.67741,                0.59779,                0.62745,                0.34796,                  1.508,                 1.0315,                  1.512,              0.0045798,              0.0045798,              0.0045798
                    221,                 1.2238,                0.83922,                 1.2674,                0.68094,                0.59675,                0.62484,                 0.3482,                 1.5174,                 1.0419,                 1.5245,               0.004555,               0.004555,               0.004555
                    222,                 1.2133,                0.83541,                 1.2601,                0.67765,                0.59171,                0.62937,                0.35249,                 1.5084,                 1.0251,                 1.5072,              0.0045303,              0.0045303,              0.0045303
                    223,                 1.2137,                0.83359,                 1.2599,                 0.6883,                0.58878,                0.63373,                0.35365,                 1.5091,                 1.0264,                 1.5087,              0.0045055,              0.0045055,              0.0045055
                    224,                 1.2047,                0.82361,                  1.253,                0.68137,                0.58048,                0.62241,                0.34796,                 1.5101,                 1.0387,                 1.5128,              0.0044808,              0.0044808,              0.0044808
                    225,                 1.2124,                0.84568,                 1.2705,                0.65223,                0.59087,                0.61731,                0.34468,                 1.5135,                 1.0436,                 1.5125,               0.004456,               0.004456,               0.004456
                    226,                 1.2188,                0.84985,                 1.2766,                0.69082,                0.58197,                0.62725,                0.34955,                 1.5094,                 1.0272,                 1.5063,              0.0044313,              0.0044313,              0.0044313
                    227,                 1.2098,                0.83022,                 1.2599,                0.67549,                0.58564,                0.62396,                0.35071,                 1.5039,                 1.0258,                 1.5071,              0.0044065,              0.0044065,              0.0044065
                    228,                 1.2026,                0.83661,                 1.2572,                0.66948,                0.59633,                0.62486,                0.34934,                 1.5035,                 1.0235,                 1.5094,              0.0043818,              0.0043818,              0.0043818
                    229,                  1.209,                0.82275,                  1.256,                0.67539,                0.58465,                0.62632,                0.34448,                 1.5298,                 1.0471,                 1.5277,               0.004357,               0.004357,               0.004357
                    230,                 1.2043,                0.83276,                 1.2587,                0.65725,                 0.6007,                0.62295,                0.34394,                 1.5223,                 1.0438,                 1.5231,              0.0043323,              0.0043323,              0.0043323
                    231,                 1.2025,                0.84003,                 1.2633,                0.69474,                0.58341,                0.63097,                0.35122,                 1.5009,                 1.0269,                 1.5063,              0.0043075,              0.0043075,              0.0043075
                    232,                 1.2099,                0.83086,                 1.2664,                0.68102,                 0.5973,                0.62815,                0.35193,                  1.503,                 1.0328,                 1.5069,              0.0042828,              0.0042828,              0.0042828
                    233,                 1.2005,                0.82739,                 1.2574,                0.68787,                0.59082,                0.62846,                0.35228,                 1.5093,                 1.0324,                 1.5086,               0.004258,               0.004258,               0.004258
                    234,                 1.2028,                  0.833,                 1.2619,                0.69089,                0.58971,                0.63414,                0.35225,                 1.5022,                  1.021,                 1.5027,              0.0042333,              0.0042333,              0.0042333
                    235,                 1.1942,                0.81679,                 1.2507,                0.69036,                0.59448,                0.63132,                0.35176,                 1.5089,                 1.0316,                 1.5103,              0.0042085,              0.0042085,              0.0042085
                    236,                 1.1983,                0.82054,                 1.2527,                0.67522,                0.58866,                 0.6292,                0.35067,                 1.5046,                  1.029,                 1.5037,              0.0041837,              0.0041837,              0.0041837
                    237,                 1.1899,                0.81542,                 1.2478,                 0.6951,                 0.5843,                0.62513,                0.34801,                 1.5237,                 1.0375,                 1.5195,               0.004159,               0.004159,               0.004159
                    238,                 1.1975,                0.83097,                 1.2588,                0.69878,                0.58587,                0.63433,                0.35559,                 1.5067,                 1.0208,                 1.5067,              0.0041342,              0.0041342,              0.0041342
                    239,                 1.1883,                0.82231,                 1.2463,                0.67695,                0.59599,                0.63136,                0.35189,                 1.5123,                  1.027,                 1.5164,              0.0041095,              0.0041095,              0.0041095
                    240,                 1.1902,                0.81158,                 1.2481,                0.67409,                0.59733,                 0.6291,                0.34767,                 1.5089,                 1.0143,                 1.5147,              0.0040847,              0.0040847,              0.0040847
                    241,                 1.1876,                0.81195,                  1.248,                 0.6587,                0.59919,                0.62395,                0.35045,                 1.5094,                 1.0221,                 1.5072,                0.00406,                0.00406,                0.00406
                    242,                 1.1966,                0.81599,                 1.2479,                0.69054,                0.59313,                0.63462,                0.35293,                 1.5171,                 1.0243,                 1.5211,              0.0040352,              0.0040352,              0.0040352
                    243,                 1.1976,                0.82335,                 1.2567,                0.67135,                0.58612,                0.61664,                0.34017,                 1.5286,                 1.0442,                  1.529,              0.0040105,              0.0040105,              0.0040105
                    244,                 1.1903,                0.80902,                 1.2412,                0.67656,                0.58568,                0.62399,                0.34797,                 1.5168,                 1.0253,                 1.5188,              0.0039857,              0.0039857,              0.0039857
                    245,                 1.1892,                0.80773,                 1.2423,                0.69266,                 0.5951,                0.63615,                0.34877,                 1.5182,                 1.0289,                 1.5241,               0.003961,               0.003961,               0.003961
                    246,                 1.1881,                0.81138,                 1.2519,                0.68613,                0.58004,                0.63044,                0.34723,                 1.5281,                 1.0307,                 1.5312,              0.0039362,              0.0039362,              0.0039362
                    247,                 1.1869,                0.82105,                 1.2489,                0.68259,                0.58876,                0.63059,                0.35585,                 1.5069,                 1.0207,                 1.5123,              0.0039115,              0.0039115,              0.0039115
                    248,                 1.1888,                  0.807,                 1.2468,                0.68827,                0.59256,                0.63521,                0.35054,                 1.5206,                 1.0202,                 1.5197,              0.0038867,              0.0038867,              0.0038867
                    249,                 1.1894,                0.80827,                 1.2401,                0.67994,                0.59031,                 0.6325,                0.35126,                 1.5159,                 1.0278,                 1.5151,               0.003862,               0.003862,               0.003862
                    250,                 1.1826,                0.79875,                 1.2359,                 0.6644,                0.60293,                0.62759,                0.34789,                  1.521,                 1.0235,                 1.5231,              0.0038372,              0.0038372,              0.0038372
                    251,                 1.1886,                0.81165,                 1.2459,                0.67558,                0.59878,                0.62274,                0.34963,                 1.5131,                 1.0271,                 1.5133,              0.0038125,              0.0038125,              0.0038125
                    252,                  1.184,                0.80885,                 1.2451,                0.68176,                0.58759,                0.62446,                0.34827,                 1.5142,                 1.0203,                 1.5184,              0.0037878,              0.0037878,              0.0037878
                    253,                 1.1854,                 0.8125,                 1.2505,                0.67225,                0.60189,                0.62612,                0.34956,                 1.5186,                 1.0181,                 1.5177,               0.003763,               0.003763,               0.003763
                    254,                 1.1848,                 0.8119,                 1.2412,                 0.6704,                0.60373,                0.62673,                  0.349,                 1.5179,                 1.0276,                   1.52,              0.0037383,              0.0037383,              0.0037383
                    255,                 1.1848,                0.80427,                 1.2405,                0.67283,                0.59397,                 0.6241,                0.34655,                 1.5187,                 1.0299,                  1.524,              0.0037135,              0.0037135,              0.0037135
                    256,                 1.1795,                0.80637,                 1.2421,                0.67214,                0.60421,                 0.6279,                0.34771,                 1.5241,                 1.0242,                 1.5317,              0.0036888,              0.0036888,              0.0036888
                    257,                 1.1779,                0.79651,                 1.2369,                0.67571,                0.60563,                 0.6333,                0.34932,                 1.5194,                 1.0194,                 1.5182,               0.003664,               0.003664,               0.003664
                    258,                  1.178,                0.80916,                 1.2491,                0.69211,                0.58749,                0.63312,                0.35158,                 1.5232,                 1.0272,                   1.52,              0.0036393,              0.0036393,              0.0036393
                    259,                 1.1755,                0.79792,                 1.2398,                0.68266,                 0.5952,                0.63246,                0.34988,                 1.5236,                 1.0187,                 1.5267,              0.0036145,              0.0036145,              0.0036145
                    260,                  1.189,                0.80299,                 1.2449,                0.69133,                0.59222,                0.63249,                0.34763,                 1.5303,                 1.0309,                  1.529,              0.0035898,              0.0035898,              0.0035898
                    261,                 1.1692,                 0.7996,                 1.2385,                0.67798,                0.60261,                0.63039,                0.34934,                 1.5221,                 1.0216,                 1.5194,               0.003565,               0.003565,               0.003565
                    262,                 1.1775,                0.80398,                  1.246,                0.68985,                0.59151,                0.62929,                0.34804,                 1.5209,                  1.019,                 1.5211,              0.0035403,              0.0035403,              0.0035403
                    263,                 1.1607,                0.78579,                 1.2255,                0.70775,                0.59293,                0.63944,                0.35645,                 1.5143,                 1.0136,                 1.5125,              0.0035155,              0.0035155,              0.0035155
                    264,                 1.1738,                0.78888,                 1.2306,                0.69621,                0.58123,                 0.6262,                0.34572,                 1.5246,                 1.0243,                 1.5213,              0.0034908,              0.0034908,              0.0034908
                    265,                 1.1769,                0.79747,                 1.2418,                0.67711,                0.59686,                0.62866,                0.34734,                 1.5206,                 1.0315,                 1.5174,               0.003466,               0.003466,               0.003466
                    266,                 1.1689,                0.79656,                 1.2362,                 0.6841,                 0.5979,                0.62719,                0.34977,                 1.5236,                 1.0176,                  1.527,              0.0034413,              0.0034413,              0.0034413
                    267,                  1.167,                 0.7897,                 1.2235,                0.66004,                0.60369,                0.62466,                0.34556,                 1.5272,                 1.0308,                 1.5317,              0.0034165,              0.0034165,              0.0034165
                    268,                 1.1686,                 0.7955,                 1.2321,                0.68701,                0.58846,                0.62846,                0.34637,                 1.5206,                 1.0243,                 1.5242,              0.0033918,              0.0033918,              0.0033918
                    269,                 1.1574,                0.78835,                 1.2255,                0.67365,                0.59815,                0.62987,                0.35099,                 1.5151,                 1.0141,                 1.5179,               0.003367,               0.003367,               0.003367
                    270,                 1.1682,                0.79189,                 1.2327,                 0.6788,                0.59789,                0.62918,                0.34972,                  1.521,                 1.0218,                 1.5231,              0.0033423,              0.0033423,              0.0033423
                    271,                 1.1757,                0.79295,                 1.2261,                0.69073,                0.58816,                 0.6333,                0.34915,                  1.522,                  1.021,                 1.5232,              0.0033175,              0.0033175,              0.0033175
                    272,                 1.1575,                0.78163,                  1.223,                0.67511,                0.59484,                 0.6271,                0.34645,                 1.5292,                 1.0186,                  1.536,              0.0032928,              0.0032928,              0.0032928
                    273,                 1.1641,                0.78158,                 1.2257,                0.69411,                0.58452,                0.62978,                0.35072,                 1.5195,                 1.0188,                 1.5234,               0.003268,               0.003268,               0.003268
                    274,                 1.1611,                0.79332,                 1.2285,                0.70133,                0.58538,                0.62831,                0.34663,                 1.5193,                 1.0159,                 1.5226,              0.0032433,              0.0032433,              0.0032433
                    275,                  1.157,                0.77442,                 1.2147,                0.67375,                0.60076,                0.62266,                0.34496,                 1.5302,                 1.0251,                 1.5335,              0.0032185,              0.0032185,              0.0032185
                    276,                 1.1741,                 0.7864,                 1.2286,                0.68298,                0.58874,                0.62647,                0.34976,                 1.5173,                 1.0109,                  1.522,              0.0031938,              0.0031938,              0.0031938
                    277,                 1.1562,                0.77496,                 1.2197,                0.69834,                0.59002,                0.63107,                0.35139,                 1.5165,                 1.0119,                 1.5212,               0.003169,               0.003169,               0.003169
                    278,                 1.1578,                0.77881,                 1.2281,                0.69695,                0.59399,                0.63362,                0.35378,                 1.5222,                 1.0111,                 1.5279,              0.0031443,              0.0031443,              0.0031443
                    279,                 1.1663,                0.78339,                 1.2273,                0.66752,                 0.6035,                0.63163,                0.35213,                 1.5254,                 1.0206,                 1.5259,              0.0031195,              0.0031195,              0.0031195
                    280,                 1.1505,                0.77762,                 1.2227,                0.71007,                0.57878,                0.62969,                0.34978,                   1.52,                 1.0116,                 1.5195,              0.0030948,              0.0030948,              0.0030948
                    281,                 1.1665,                0.78646,                 1.2281,                0.69464,                0.59397,                0.63056,                0.34731,                 1.5265,                 1.0114,                 1.5265,                0.00307,                0.00307,                0.00307
                    282,                 1.1459,                0.77632,                  1.216,                0.67919,                0.59646,                0.63042,                0.34763,                 1.5378,                 1.0223,                 1.5353,              0.0030452,              0.0030452,              0.0030452
                    283,                 1.1636,                0.78286,                 1.2282,                0.70849,                0.58442,                 0.6312,                0.35256,                 1.5268,                 1.0108,                 1.5295,              0.0030205,              0.0030205,              0.0030205
                    284,                 1.1541,                0.77951,                 1.2217,                0.69622,                0.59814,                0.63619,                0.35494,                 1.5267,                 1.0159,                 1.5282,              0.0029957,              0.0029957,              0.0029957
                    285,                 1.1565,                0.77772,                 1.2258,                0.68758,                0.60266,                0.63491,                0.35168,                 1.5214,                 1.0066,                 1.5261,               0.002971,               0.002971,               0.002971
                    286,                 1.1495,                0.76497,                 1.2148,                0.68464,                0.59193,                0.62756,                0.34485,                 1.5304,                 1.0217,                 1.5335,              0.0029462,              0.0029462,              0.0029462
                    287,                 1.1452,                0.76461,                 1.2107,                0.69723,                0.59045,                0.63164,                  0.348,                 1.5268,                 1.0154,                 1.5321,              0.0029215,              0.0029215,              0.0029215
                    288,                 1.1541,                 0.7691,                 1.2179,                0.69695,                0.59414,                0.63601,                0.35102,                 1.5279,                 1.0156,                  1.535,              0.0028967,              0.0028967,              0.0028967
                    289,                 1.1443,                0.76604,                 1.2108,                0.67297,                0.60724,                0.62385,                0.34488,                 1.5366,                 1.0171,                 1.5406,               0.002872,               0.002872,               0.002872
                    290,                 1.1523,                0.76541,                 1.2147,                0.68954,                0.59404,                0.62592,                0.34464,                 1.5341,                 1.0118,                 1.5377,              0.0028472,              0.0028472,              0.0028472
                    291,                 1.1508,                0.77538,                 1.2171,                0.69394,                0.59267,                 0.6318,                 0.3496,                 1.5294,                 1.0051,                 1.5279,              0.0028225,              0.0028225,              0.0028225
                    292,                 1.1527,                0.76448,                 1.2119,                0.68927,                0.58589,                 0.6259,                0.34888,                   1.53,                 1.0109,                 1.5355,              0.0027977,              0.0027977,              0.0027977
                    293,                 1.1371,                0.76381,                 1.2135,                0.68128,                0.59307,                0.62545,                0.34846,                 1.5327,                  1.012,                 1.5373,               0.002773,               0.002773,               0.002773
                    294,                 1.1473,                 0.7645,                 1.2086,                0.67972,                0.59895,                0.62942,                0.34834,                 1.5347,                 1.0175,                  1.538,              0.0027482,              0.0027482,              0.0027482
                    295,                 1.1459,                 0.7693,                 1.2138,                0.69173,                0.59963,                0.63527,                0.35406,                 1.5304,                 1.0078,                 1.5311,              0.0027235,              0.0027235,              0.0027235
                    296,                 1.1434,                0.76444,                 1.2116,                 0.7005,                0.59733,                0.63648,                0.35308,                 1.5238,                 1.0104,                 1.5293,              0.0026987,              0.0026987,              0.0026987
                    297,                 1.1464,                0.76502,                 1.2113,                0.66634,                0.61104,                0.63112,                0.35199,                 1.5218,                 1.0071,                  1.527,               0.002674,               0.002674,               0.002674
                    298,                  1.138,                0.76223,                 1.2115,                0.67645,                0.61177,                0.63458,                0.35301,                 1.5218,                 1.0032,                 1.5279,              0.0026492,              0.0026492,              0.0026492
                    299,                 1.1402,                0.76159,                 1.2142,                0.68897,                0.60882,                0.63618,                0.35375,                 1.5169,                 1.0007,                 1.5271,              0.0026245,              0.0026245,              0.0026245
                    300,                 1.1439,                0.77147,                 1.2229,                0.70051,                0.59712,                0.63655,                0.35225,                  1.521,                 1.0017,                 1.5288,              0.0025997,              0.0025997,              0.0025997
                    301,                 1.1384,                0.76144,                 1.2117,                0.68743,                0.60097,                0.63345,                0.35311,                 1.5255,                 1.0082,                 1.5314,               0.002575,               0.002575,               0.002575
                    302,                 1.1382,                0.76624,                 1.2141,                0.67936,                0.60193,                0.63314,                0.35225,                 1.5355,                 1.0101,                 1.5407,              0.0025503,              0.0025503,              0.0025503
                    303,                 1.1508,                0.76489,                 1.2019,                0.66817,                 0.6029,                0.62636,                0.34705,                 1.5397,                 1.0197,                 1.5457,              0.0025255,              0.0025255,              0.0025255
                    304,                 1.1311,                0.76056,                 1.2084,                0.68701,                0.60554,                0.63411,                0.35031,                 1.5334,                 1.0088,                 1.5386,              0.0025008,              0.0025008,              0.0025008
                    305,                  1.142,                0.76034,                  1.212,                 0.6744,                0.60935,                0.63389,                0.35034,                   1.53,                 1.0062,                 1.5321,               0.002476,               0.002476,               0.002476
                    306,                 1.1403,                0.75927,                 1.2051,                0.68538,                0.59879,                0.63281,                 0.3505,                 1.5309,                 1.0064,                 1.5355,              0.0024513,              0.0024513,              0.0024513
                    307,                 1.1338,                0.75396,                 1.2046,                 0.6778,                0.59979,                0.63313,                 0.3495,                 1.5317,                 1.0105,                 1.5353,              0.0024265,              0.0024265,              0.0024265
